NHGIS,Name
  AMWQE026:," 19 to 34 years: With two or more types of health insurance coverage"
  AMWQE027:," 19 to 34 years: With two or more types of health insurance coverage: With employer-based and direct-purchase coverage"
  AMWQE028:," 19 to 34 years: With two or more types of health insurance coverage: With employer-based and Medicare coverage"
  AMWQE029:," 19 to 34 years: With two or more types of health insurance coverage: With Medicare and Medicaid/means-tested public coverage"
  AMWQE030:," 19 to 34 years: With two or more types of health insurance coverage: Other private only combinations"
  AMWQE031:," 19 to 34 years: With two or more types of health insurance coverage: Other public only combinations"
  AMWQE032:," 19 to 34 years: With two or more types of health insurance coverage: Other coverage combinations"
  AMWQE033:," 19 to 34 years: No health insurance coverage"
  AMWQE034:," 35 to 64 years"
  AMWQE035:," 35 to 64 years: With one type of health insurance coverage"
  AMWQE036:," 35 to 64 years: With one type of health insurance coverage: With employer-based health insurance only"
  AMWQE037:," 35 to 64 years: With one type of health insurance coverage: With direct-purchase health insurance only"
  AMWQE038:," 35 to 64 years: With one type of health insurance coverage: With Medicare coverage only"
  AMWQE039:," 35 to 64 years: With one type of health insurance coverage: With Medicaid/means-tested public coverage only"
  AMWQE040:," 35 to 64 years: With one type of health insurance coverage: With TRICARE/military health coverage only"
  AMWQE041:," 35 to 64 years: With one type of health insurance coverage: With VA Health Care only"
  AMWQE042:," 35 to 64 years: With two or more types of health insurance coverage"
  AMWQE043:," 35 to 64 years: With two or more types of health insurance coverage: With employer-based and direct-purchase coverage"
  AMWQE044:," 35 to 64 years: With two or more types of health insurance coverage: With employer-based and Medicare coverage"
  AMWQE045:," 35 to 64 years: With two or more types of health insurance coverage: With direct-purchase and Medicare coverage"
  AMWQE046:," 35 to 64 years: With two or more types of health insurance coverage: With Medicare and Medicaid/means-tested public coverage"
  AMWQE047:," 35 to 64 years: With two or more types of health insurance coverage: Other private only combinations"
  AMWQE048:," 35 to 64 years: With two or more types of health insurance coverage: Other public only combinations"
  AMWQE049:," 35 to 64 years: With two or more types of health insurance coverage: Other coverage combinations"
  AMWQE050:," 35 to 64 years: No health insurance coverage"
  AMWQE051:," 65 years and over"
  AMWQE052:," 65 years and over: With one type of health insurance coverage"
  AMWQE053:," 65 years and over: With one type of health insurance coverage: With employer-based health insurance only"
  AMWQE054:," 65 years and over: With one type of health insurance coverage: With direct-purchase health insurance only"
  AMWQE055:," 65 years and over: With one type of health insurance coverage: With Medicare coverage only"
  AMWQE056:," 65 years and over: With one type of health insurance coverage: With TRICARE/military health coverage only"
  AMWQE057:," 65 years and over: With one type of health insurance coverage: With VA Health Care only"
  AMWQE058:," 65 years and over: With two or more types of health insurance coverage"
  AMWQE059:," 65 years and over: With two or more types of health insurance coverage: With employer-based and direct-purchase coverage"
  AMWQE060:," 65 years and over: With two or more types of health insurance coverage: With employer-based and Medicare coverage"
  AMWQE061:," 65 years and over: With two or more types of health insurance coverage: With direct-purchase and Medicare coverage"
  AMWQE062:," 65 years and over: With two or more types of health insurance coverage: With Medicare and Medicaid/means-tested public coverage"
  AMWQE063:," 65 years and over: With two or more types of health insurance coverage: Other private only combinations"
  AMWQE064:," 65 years and over: With two or more types of health insurance coverage: Other public only combinations"
  AMWQE065:," 65 years and over: With two or more types of health insurance coverage: Other coverage combinations"
  AMWQE066:," 65 years and over: No health insurance coverage"
  AMWSE001:," Total"
  AMWSE002:," With an Internet subscription"
  AMWSE003:," With an Internet subscription: Dial-up with no other type of Internet subscription"
  AMWSE004:," With an Internet subscription: Broadband of any type"
  AMWSE005:," With an Internet subscription: Cellular data plan"
  AMWSE006:," With an Internet subscription: Cellular data plan: Cellular data plan with no other type of Internet subscription"
  AMWSE007:," With an Internet subscription: Broadband such as cable, fiber optic or DSL"
  AMWSE008:," With an Internet subscription: Broadband such as cable, fiber optic or DSL: Broadband such as cable, fiber optic or DSL with no other type of Internet subscription"
  AMWSE009:," With an Internet subscription: Satellite Internet service"
  AMWSE010:," With an Internet subscription: Satellite Internet service: Satellite Internet service with no other type of Internet subscription"
  AMWSE011:," With an Internet subscription: Other service with no other type of Internet subscription"
  AMWSE012:," Internet access without a subscription"
  AMWSE013:," No Internet access"
